data,pais,variavel,valor
1961-01-01,Japan,"PIB (%, cresc. anual)",12.0435364080117
1961-01-01,"Korea, Rep.","Câmbio (USD, média)",124.791666666667
1961-01-01,"Korea, Rep.","Inflação (%, anual)",8.19565288254092
1961-01-01,"Korea, Rep.","PIB (%, cresc. anual)",6.93599265224405
1961-01-01,Mexico,"Câmbio (USD, média)",0.0125000000125
1961-01-01,Mexico,"Inflação (%, anual)",1.6087596908193
1961-01-01,Mexico,"PIB (%, cresc. anual)",5.00000000071891
1961-01-01,Morocco,"Câmbio (USD, média)",5.06049000406049
1961-01-01,Morocco,"Inflação (%, anual)",1.76312460493452
1961-01-01,Netherlands,"Câmbio (USD, média)",3.65000000265
1961-01-01,Netherlands,"Inflação (%, anual)",1.30763936682731
1961-01-01,Netherlands,"PIB (%, cresc. anual)",0.295546672716611
1961-01-01,Poland,"Câmbio (USD, média)",0.0003999999999
1961-01-01,Portugal,"Câmbio (USD, média)",28.75000002875
1961-01-01,Portugal,"Inflação (%, anual)",1.54899696989872
1961-01-01,Portugal,"PIB (%, cresc. anual)",5.53490347567515
1961-01-01,Saudi Arabia,"Câmbio (USD, média)",4.5000000035
1961-01-01,Saudi Arabia,"PIB (%, cresc. anual)",11.8768510783222
1961-01-01,Senegal,"Câmbio (USD, média)",245.26010162116
1961-01-01,Senegal,"PIB (%, cresc. anual)",2.99344825626973
1961-01-01,Spain,"Câmbio (USD, média)",60.000000059
1961-01-01,Spain,"Inflação (%, anual)",0.809252873882167
1961-01-01,Spain,"PIB (%, cresc. anual)",11.8386741948327
1961-01-01,Switzerland,"Câmbio (USD, média)",4.37295000337295
1961-01-01,Switzerland,"Inflação (%, anual)",1.84539787448658
1961-01-01,Switzerland,"PIB (%, cresc. anual)",8.10867221090605
1961-01-01,Tunisia,"Câmbio (USD, média)",0.41999999942
1961-01-01,United Kingdom,"Câmbio (USD, média)",0.357142999357143
1961-01-01,United Kingdom,"Inflação (%, anual)",3.4474962304662
1961-01-01,United Kingdom,"Juros (%, depósito)",4.04166666666667
1961-01-01,United Kingdom,"PIB (%, cresc. anual)",2.70131423677384
1961-01-01,United States,"Câmbio (USD, média)",1.0
1961-01-01,United States,"Desemprego (%, total)",6.7
1961-01-01,United States,"Inflação (%, anual)",1.07072414764754
1961-01-01,United States,"PIB (%, cresc. anual)",2.29999999999953
1961-01-01,Uruguay,"Câmbio (USD, média)",1.10091666666667e-05
1961-01-01,Uruguay,"Inflação (%, anual)",22.747263986796
1961-01-01,Uruguay,"PIB (%, cresc. anual)",2.49303791805684
1962-01-01,Argentina,"PIB (%, cresc. anual)",-0.852021521903339
1962-01-01,Australia,"Câmbio (USD, média)",0.892856999892857
1962-01-01,Australia,"Inflação (%, anual)",-0.319488817891379
1962-01-01,Australia,"PIB (%, cresc. anual)",1.29425804735992
1962-01-01,Belgium,"Câmbio (USD, média)",50.000000049
1962-01-01,Belgium,"Inflação (%, anual)",1.40460703543514
1962-01-01,Belgium,"PIB (%, cresc. anual)",5.21200350925596
1962-01-01,Brazil,"Câmbio (USD, média)",1.67764155487091e-13
1962-01-01,Brazil,"PIB (%, cresc. anual)",6.59999999999992
1962-01-01,Cameroon,"Câmbio (USD, média)",245.013850686544
1962-01-01,Cameroon,"PIB (%, cresc. anual)",3.04155905079301
1962-01-01,Canada,"Câmbio (USD, média)",1.06876922408333
1962-01-01,Canada,"Inflação (%, anual)",1.06157112526535
1962-01-01,Canada,"PIB (%, cresc. anual)",7.42783693388429
1962-01-01,Costa Rica,"Câmbio (USD, média)",6.625000005625
1962-01-01,Costa Rica,"Inflação (%, anual)",2.67785968742788
1962-01-01,Costa Rica,"PIB (%, cresc. anual)",5.44239137528237
1962-01-01,Denmark,"Câmbio (USD, média)",6.90714000590714
1962-01-01,Denmark,"Inflação (%, anual)",7.37781954818461
1962-01-01,Denmark,"PIB (%, cresc. anual)",5.66682217271806
1962-01-01,Ecuador,"Câmbio (USD, média)",18.000000018
1962-01-01,Ecuador,"Inflação (%, anual)",2.87088531460987
1962-01-01,Ecuador,"PIB (%, cresc. anual)",4.91914694165033
1962-01-01,Euro area,"Inflação (%, anual)",2.75266718866912
1962-01-01,Euro area,"PIB (%, cresc. anual)",5.76093249168959
1962-01-01,France,"Câmbio (USD, média)",4.93706000393706
1962-01-01,France,"Inflação (%, anual)",5.33128007065639
1962-01-01,France,"PIB (%, cresc. anual)",6.84347002719016
1962-01-01,Germany,"Câmbio (USD, média)",4.000000003
1962-01-01,Germany,"Inflação (%, anual)",2.84327019799062
1962-01-01,Germany,"PIB (%, cresc. anual)",4.62347095715674
1962-01-01,Ghana,"Câmbio (USD, média)",7.13915966742473e-05
1962-01-01,Ghana,"PIB (%, cresc. anual)",4.10915860625774
1962-01-01,"Iran, Islamic Rep.","Câmbio (USD, média)",75.75000007575
1962-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",0.721320571656337
1962-01-01,"Iran, Islamic Rep.","PIB (%, cresc. anual)",7.90926792965348
1962-01-01,Japan,"Câmbio (USD, média)",360.000000359
1962-01-01,Japan,"Desemprego (%, total)",1.3
1962-01-01,Japan,"Inflação (%, anual)",6.8354403481973
1962-01-01,Japan,"Juros (%, depósito)",6.24984615384615
1962-01-01,Japan,"PIB (%, cresc. anual)",8.90897299558067
1962-01-01,"Korea, Rep.","Câmbio (USD, média)",130.0
1962-01-01,"Korea, Rep.","Inflação (%, anual)",6.61831097492391
1962-01-01,"Korea, Rep.","PIB (%, cresc. anual)",3.89527253075299
1962-01-01,Mexico,"Câmbio (USD, média)",0.0125000000125
1962-01-01,Mexico,"Inflação (%, anual)",1.19898417815082
1962-01-01,Mexico,"PIB (%, cresc. anual)",4.6644146725129
1962-01-01,Morocco,"Câmbio (USD, média)",5.06049000406049
1962-01-01,Morocco,"Inflação (%, anual)",5.09672908138148
1962-01-01,Netherlands,"Câmbio (USD, média)",3.62000000262
1962-01-01,Netherlands,"Inflação (%, anual)",2.4311226441781
1962-01-01,Netherlands,"PIB (%, cresc. anual)",6.84350732102872
1962-01-01,Poland,"Câmbio (USD, média)",0.0003999999999
1962-01-01,Portugal,"Câmbio (USD, média)",28.75000002875
1962-01-01,Portugal,"Inflação (%, anual)",2.66206417934763
1962-01-01,Portugal,"PIB (%, cresc. anual)",6.61444776877353
1962-01-01,Saudi Arabia,"Câmbio (USD, média)",4.5000000035
1962-01-01,Saudi Arabia,"PIB (%, cresc. anual)",11.9226595664135
1962-01-01,Senegal,"Câmbio (USD, média)",245.013850686544
1962-01-01,Senegal,"PIB (%, cresc. anual)",-0.136235360562637
1962-01-01,Spain,"Câmbio (USD, média)",60.000000059
1962-01-01,Spain,"Inflação (%, anual)",5.70647719271309
1962-01-01,Spain,"PIB (%, cresc. anual)",9.95343810301819
1962-01-01,Switzerland,"Câmbio (USD, média)",4.37295000337295
1962-01-01,Switzerland,"Inflação (%, anual)",4.31599287754389
1962-01-01,Switzerland,"PIB (%, cresc. anual)",4.78994131635308
1962-01-01,Tunisia,"Câmbio (USD, média)",0.41999999942
1962-01-01,Tunisia,"PIB (%, cresc. anual)",-4.5900845072057
1962-01-01,United Kingdom,"Câmbio (USD, média)",0.357142999357143
1962-01-01,United Kingdom,"Inflação (%, anual)",4.19649888238551
1962-01-01,United Kingdom,"Juros (%, depósito)",2.79166666666667
1962-01-01,United Kingdom,"PIB (%, cresc. anual)",1.09869618406519
1962-01-01,United States,"Câmbio (USD, média)",1.0
1962-01-01,United States,"Desemprego (%, total)",5.5
1962-01-01,United States,"Inflação (%, anual)",1.19877334820149
1962-01-01,United States,"PIB (%, cresc. anual)",6.10000000000016
1962-01-01,Uruguay,"Câmbio (USD, média)",1.098e-05
1962-01-01,Uruguay,"Inflação (%, anual)",10.9074243811899
1962-01-01,Uruguay,"PIB (%, cresc. anual)",-1.57454885002421
1963-01-01,Argentina,"Câmbio (USD, média)",1.3871666666625e-11
1963-01-01,Argentina,"PIB (%, cresc. anual)",-5.30819682539126
1963-01-01,Australia,"Câmbio (USD, média)",0.892856999892857
1963-01-01,Australia,"Inflação (%, anual)",0.641025641025652
1963-01-01,Australia,"PIB (%, cresc. anual)",6.21636417770918
1963-01-01,Belgium,"Câmbio (USD, média)",50.000000049
1963-01-01,Belgium,"Inflação (%, anual)",2.14800341332202
1963-01-01,Belgium,"PIB (%, cresc. anual)",4.35158428167041
1963-01-01,Brazil,"Câmbio (USD, média)",2.488693976762e-13
1963-01-01,Brazil,"PIB (%, cresc. anual)",0.600000000000065
1963-01-01,Cameroon,"Câmbio (USD, média)",245.016350696075
1963-01-01,Cameroon,"PIB (%, cresc. anual)",3.74255032074073
1963-01-01,Canada,"Câmbio (USD, média)",1.07851434416667
1963-01-01,Canada,"Inflação (%, anual)",1.62815126050428
1963-01-01,Canada,"PIB (%, cresc. anual)",5.29744024171539
1963-01-01,Costa Rica,"Câmbio (USD, média)",6.625000005625
1963-01-01,Costa Rica,"Inflação (%, anual)",2.93161847051352
1963-01-01,Costa Rica,"PIB (%, cresc. anual)",6.89892344200918
1963-01-01,Denmark,"Câmbio (USD, média)",6.90714000590714
1963-01-01,Denmark,"Inflação (%, anual)",6.10503282302931
1963-01-01,Denmark,"PIB (%, cresc. anual)",0.637021234202393
1963-01-01,Ecuador,"Câmbio (USD, média)",18.000000018
1963-01-01,Ecuador,"Inflação (%, anual)",5.93950905922402
1963-01-01,Ecuador,"PIB (%, cresc. anual)",2.10636824681157
1963-01-01,Euro area,"Inflação (%, anual)",2.92164111900189
1963-01-01,Euro area,"PIB (%, cresc. anual)",4.9090035923161
1963-01-01,France,"Câmbio (USD, média)",4.93706000393706
1963-01-01,France,"Inflação (%, anual)",4.99915289796841
1963-01-01,France,"PIB (%, cresc. anual)",6.23367991294046
1963-01-01,Germany,"Câmbio (USD, média)",4.000000003
1963-01-01,Germany,"Inflação (%, anual)",2.9669597758771
1963-01-01,Germany,"PIB (%, cresc. anual)",2.73529640413557
1963-01-01,Ghana,"Câmbio (USD, média)",7.13915966742473e-05
1963-01-01,Ghana,"PIB (%, cresc. anual)",4.40597419943647
1963-01-01,"Iran, Islamic Rep.","Câmbio (USD, média)",75.75000007575
1963-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",0.371849607221666
1963-01-01,"Iran, Islamic Rep.","PIB (%, cresc. anual)",7.04207522912898
1963-01-01,Japan,"Câmbio (USD, média)",360.000000359
1963-01-01,Japan,"Desemprego (%, total)",1.3
1963-01-01,Japan,"Inflação (%, anual)",6.7069055639799
1963-01-01,Japan,"Juros (%, depósito)",6.24984615384615
1963-01-01,Japan,"PIB (%, cresc. anual)",8.47364238279388
1963-01-01,"Korea, Rep.","Câmbio (USD, média)",130.0
1963-01-01,"Korea, Rep.","Inflação (%, anual)",20.6916473186476
1963-01-01,"Korea, Rep.","PIB (%, cresc. anual)",9.02056828279763
1963-01-01,Mexico,"Câmbio (USD, média)",0.0125000000125
1963-01-01,Mexico,"Inflação (%, anual)",0.594055008461965
1963-01-01,Mexico,"PIB (%, cresc. anual)",8.10688692762891
1963-01-01,Morocco,"Câmbio (USD, média)",5.06049000406049
1963-01-01,Morocco,"Inflação (%, anual)",5.69971168745222
1963-01-01,Netherlands,"Câmbio (USD, média)",3.62000000262
1963-01-01,Netherlands,"Inflação (%, anual)",3.24364737396401
1963-01-01,Netherlands,"PIB (%, cresc. anual)",3.62462153047358
1963-01-01,Poland,"Câmbio (USD, média)",0.0003999999999
1963-01-01,Portugal,"Câmbio (USD, média)",28.75000002875
1963-01-01,Portugal,"Inflação (%, anual)",2.02158272759789
1963-01-01,Portugal,"PIB (%, cresc. anual)",5.87370211616314
1963-01-01,Saudi Arabia,"Câmbio (USD, média)",4.5000000035
1963-01-01,Saudi Arabia,"PIB (%, cresc. anual)",8.69610923594477
1963-01-01,Senegal,"Câmbio (USD, média)",245.016350696075
1963-01-01,Senegal,"PIB (%, cresc. anual)",1.86447856929158
1963-01-01,Spain,"Câmbio (USD, média)",60.000000059
1963-01-01,Spain,"Inflação (%, anual)",8.74369768409153
1963-01-01,Spain,"PIB (%, cresc. anual)",9.59649887419805
1963-01-01,Switzerland,"Câmbio (USD, média)",4.37295000337295
1963-01-01,Switzerland,"Inflação (%, anual)",3.44021288042955
1963-01-01,Switzerland,"PIB (%, cresc. anual)",4.87919908861329
1963-01-01,Tunisia,"Câmbio (USD, média)",0.41999999942
1963-01-01,Tunisia,"PIB (%, cresc. anual)",-10.7339947136112
1963-01-01,United Kingdom,"Câmbio (USD, média)",0.357142999357143
1963-01-01,United Kingdom,"Inflação (%, anual)",2.01854355976229
1963-01-01,United Kingdom,"Juros (%, depósito)",2.0
1963-01-01,United Kingdom,"PIB (%, cresc. anual)",4.8595452081219
1963-01-01,United States,"Câmbio (USD, média)",1.0
1963-01-01,United States,"Desemprego (%, total)",5.7
1963-01-01,United States,"Inflação (%, anual)",1.23966942148761
1963-01-01,United States,"PIB (%, cresc. anual)",4.39999999999989
1963-01-01,Uruguay,"Câmbio (USD, média)",1.46475e-05
1963-01-01,Uruguay,"Inflação (%, anual)",21.2546957175585
1963-01-01,Uruguay,"PIB (%, cresc. anual)",0.170458855734793
1964-01-01,Argentina,"Câmbio (USD, média)",1.40391666666167e-11
1964-01-01,Argentina,"PIB (%, cresc. anual)",10.1302976615431
1964-01-01,Australia,"Câmbio (USD, média)",0.892856999892857
1964-01-01,Australia,"Inflação (%, anual)",2.86624203821656
1964-01-01,Australia,"PIB (%, cresc. anual)",6.98043825541792
1964-01-01,Belgium,"Câmbio (USD, média)",50.000000049
1964-01-01,Belgium,"Inflação (%, anual)",4.1687605856437
1964-01-01,Belgium,"PIB (%, cresc. anual)",6.95668473344024
1964-01-01,Brazil,"Câmbio (USD, média)",5.42023917053559e-13
1964-01-01,Brazil,"PIB (%, cresc. anual)",3.39999999999985
1964-01-01,Cameroon,"Câmbio (USD, média)",245.027184079042
1964-01-01,Cameroon,"PIB (%, cresc. anual)",3.54715969490351
1964-01-01,Canada,"Câmbio (USD, média)",1.07859841916667
1964-01-01,Canada,"Inflação (%, anual)",1.91214470284237
1964-01-01,Canada,"PIB (%, cresc. anual)",6.65599974032362
1964-01-01,Costa Rica,"Câmbio (USD, média)",6.625000005625
1964-01-01,Costa Rica,"Inflação (%, anual)",3.32403316018127
1964-01-01,Costa Rica,"PIB (%, cresc. anual)",3.65904831414015
1964-01-01,Denmark,"Câmbio (USD, média)",6.90714000590714
1964-01-01,Denmark,"Inflação (%, anual)",3.09278350515449
1964-01-01,Denmark,"PIB (%, cresc. anual)",9.26993821451785
1964-01-01,Ecuador,"Câmbio (USD, média)",18.000000018
1964-01-01,Ecuador,"Inflação (%, anual)",4.03420453764312
1964-01-01,Ecuador,"PIB (%, cresc. anual)",7.40724536151572
1964-01-01,Euro area,"Inflação (%, anual)",3.65673101579698
1964-01-01,Euro area,"PIB (%, cresc. anual)",5.88424775505214
1964-01-01,France,"Câmbio (USD, média)",4.93706000393706
1964-01-01,France,"Inflação (%, anual)",3.21119170293105
1964-01-01,France,"PIB (%, cresc. anual)",6.65209952665948
1964-01-01,Germany,"Câmbio (USD, média)",4.000000003
1964-01-01,Germany,"Inflação (%, anual)",2.33573581177832
1964-01-01,Germany,"PIB (%, cresc. anual)",6.63946990966851
1964-01-01,Ghana,"Câmbio (USD, média)",7.13915966742473e-05
1964-01-01,Ghana,"PIB (%, cresc. anual)",2.20932750184639
1964-01-01,"Iran, Islamic Rep.","Câmbio (USD, média)",75.75000007575
1964-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",3.81448957223043
1964-01-01,"Iran, Islamic Rep.","PIB (%, cresc. anual)",8.4752282487852
1964-01-01,Japan,"Câmbio (USD, média)",360.000000359
1964-01-01,Japan,"Desemprego (%, total)",1.1
1964-01-01,Japan,"Inflação (%, anual)",3.80038945305753
1964-01-01,Japan,"Juros (%, depósito)",6.24984615384615
1964-01-01,Japan,"PIB (%, cresc. anual)",11.6767081963981
1964-01-01,"Korea, Rep.","Câmbio (USD, média)",213.846666666667
1964-01-01,"Korea, Rep.","Inflação (%, anual)",29.4628314500798
1964-01-01,"Korea, Rep.","PIB (%, cresc. anual)",9.47382471805444
1964-01-01,Mexico,"Câmbio (USD, média)",0.0125000000125
1964-01-01,Mexico,"Inflação (%, anual)",2.33790317234362
1964-01-01,Mexico,"PIB (%, cresc. anual)",11.9054807657771
1964-01-01,Morocco,"Câmbio (USD, média)",5.06049000406049
1964-01-01,Morocco,"Inflação (%, anual)",4.02154147421213
1964-01-01,Netherlands,"Câmbio (USD, média)",3.62000000262
1964-01-01,Netherlands,"Inflação (%, anual)",5.8237682581744
1964-01-01,Netherlands,"PIB (%, cresc. anual)",8.27490393060459
1964-01-01,Poland,"Câmbio (USD, média)",0.0003999999999
1964-01-01,Portugal,"Câmbio (USD, média)",28.75000002875
1964-01-01,Portugal,"Inflação (%, anual)",3.44489848222768
1964-01-01,Portugal,"PIB (%, cresc. anual)",6.31074738257477
1964-01-01,Saudi Arabia,"Câmbio (USD, média)",4.5000000035
1964-01-01,Saudi Arabia,"Inflação (%, anual)",2.7999999989998
1964-01-01,Saudi Arabia,"PIB (%, cresc. anual)",8.77678436346115
1964-01-01,Senegal,"Câmbio (USD, média)",245.027184079042
1964-01-01,Senegal,"PIB (%, cresc. anual)",3.88392710164631
1964-01-01,Spain,"Câmbio (USD, média)",60.000000059
1964-01-01,Spain,"Inflação (%, anual)",6.97924673989605
1964-01-01,Spain,"PIB (%, cresc. anual)",5.30851024557082
1964-01-01,Switzerland,"Câmbio (USD, média)",4.37295000337295
1964-01-01,Switzerland,"Inflação (%, anual)",3.08055687101806
1964-01-01,Switzerland,"PIB (%, cresc. anual)",5.2563507861986
1964-01-01,Tunisia,"Câmbio (USD, média)",0.44624999941125
1964-01-01,Tunisia,"PIB (%, cresc. anual)",-4.67594985374957
1964-01-01,United Kingdom,"Câmbio (USD, média)",0.357142999357143
1964-01-01,United Kingdom,"Inflação (%, anual)",3.28158694697213
1964-01-01,United Kingdom,"Juros (%, depósito)",3.25
1964-01-01,United Kingdom,"PIB (%, cresc. anual)",5.59481102051606
1964-01-01,United States,"Câmbio (USD, média)",1.0
1964-01-01,United States,"Desemprego (%, total)",5.2
1964-01-01,United States,"Inflação (%, anual)",1.27891156462591
1964-01-01,United States,"PIB (%, cresc. anual)",5.80000000000027
1964-01-01,Uruguay,"Câmbio (USD, média)",1.64116666666667e-05
1964-01-01,Uruguay,"Inflação (%, anual)",42.3694157015186
1964-01-01,Uruguay,"PIB (%, cresc. anual)",2.44052077893583
1965-01-01,Argentina,"Câmbio (USD, média)",1.69566666666417e-11
1965-01-01,Argentina,"PIB (%, cresc. anual)",10.5694333376394
1965-01-01,Australia,"Câmbio (USD, média)",0.892856999892857
1965-01-01,Australia,"Inflação (%, anual)",3.40557275541795
1965-01-01,Australia,"PIB (%, cresc. anual)",5.98035099977743
1965-01-01,Belgium,"Câmbio (USD, média)",50.000000049
1965-01-01,Belgium,"Inflação (%, anual)",4.06520137474643
1965-01-01,Belgium,"PIB (%, cresc. anual)",3.56065983986034
1965-01-01,Brazil,"Câmbio (USD, média)",8.21654885346591e-13
1965-01-01,Brazil,"PIB (%, cresc. anual)",2.40000000000001
1965-01-01,Cameroon,"Câmbio (USD, média)",245.060934207708
1965-01-01,Cameroon,"PIB (%, cresc. anual)",2.0260537150391
1965-01-01,Canada,"Câmbio (USD, média)",1.07798428416667
1965-01-01,Canada,"Inflação (%, anual)",2.33265720081135
1965-01-01,Canada,"PIB (%, cresc. anual)",6.31720020530724
1965-01-01,Costa Rica,"Câmbio (USD, média)",6.625000005625
1965-01-01,Costa Rica,"Inflação (%, anual)",-0.665000000583401
1965-01-01,Costa Rica,"PIB (%, cresc. anual)",8.1905275942481
1965-01-01,Denmark,"Câmbio (USD, média)",6.90714000590714
1965-01-01,Denmark,"Inflação (%, anual)",5.44999999925051
1965-01-01,Denmark,"PIB (%, cresc. anual)",4.55525481407115
1965-01-01,Ecuador,"Câmbio (USD, média)",18.000000018
1965-01-01,Ecuador,"Inflação (%, anual)",3.06907066175736
1965-01-01,Ecuador,"PIB (%, cresc. anual)",3.27508248832196
1965-01-01,Euro area,"Inflação (%, anual)",3.66648280262594
1965-01-01,Euro area,"PIB (%, cresc. anual)",5.04811854664706
1965-01-01,France,"Câmbio (USD, média)",4.93706000393706
1965-01-01,France,"Inflação (%, anual)",2.70310455873084
1965-01-01,France,"PIB (%, cresc. anual)",4.86150772931721
1965-01-01,Germany,"Câmbio (USD, média)",4.000000003
1965-01-01,Germany,"Inflação (%, anual)",3.24231923668133
1965-01-01,Germany,"PIB (%, cresc. anual)",5.2441640534266
1965-01-01,Ghana,"Câmbio (USD, média)",7.13915966742473e-05
1965-01-01,Ghana,"Inflação (%, anual)",26.4447848490173
1965-01-01,Ghana,"PIB (%, cresc. anual)",1.36899886970954
1965-01-01,"Iran, Islamic Rep.","Câmbio (USD, média)",75.75000007575
1965-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",2.15437483520967
1965-01-01,"Iran, Islamic Rep.","PIB (%, cresc. anual)",17.0357115203008
1965-01-01,Japan,"Câmbio (USD, média)",360.000000359
1965-01-01,Japan,"Desemprego (%, total)",1.2
1965-01-01,Japan,"Inflação (%, anual)",6.65599094260621
1965-01-01,Japan,"Juros (%, depósito)",6.24984615384615
1965-01-01,Japan,"PIB (%, cresc. anual)",5.81970787298272
1965-01-01,"Korea, Rep.","Câmbio (USD, média)",266.27
1965-01-01,"Korea, Rep.","Inflação (%, anual)",13.5481947104654
1965-01-01,"Korea, Rep.","PIB (%, cresc. anual)",7.31843358022128
1965-01-01,Mexico,"Câmbio (USD, média)",0.0125000000125
1965-01-01,Mexico,"Inflação (%, anual)",3.56803865742936
